Mod:Item:MetaData, Localized Name
aquaculture:fish:16, Jellyfish
aquaculture:fish:17, Frog
aquaculture:fish:18, Turtle
aquaculture:fish:19, Leech
aquaculture:fish:20, Pirahna
aquaculture:fish:21, Electric Eel
aquaculture:fish:22, Tambaqui
aquaculture:fish:23, Arapaima
aquaculture:fish:24, Cod
aquaculture:fish:25, Pollock
aquaculture:fish:26, Herring
aquaculture:fish:27, Halibut
aquaculture:fish:28, Pink Salmon
aquaculture:fish:29, Rainbow Trout
aquaculture:fish:30, Blackfish
aquaculture:fish:31, Capitaine
aquaculture:fish:32, Boulti
aquaculture:fish:33, Bagrid
aquaculture:fish:34, Syndontis
aquaculture:fish:35, Red Shrooma
aquaculture:fish:36, Brown Shrooma
aquaculture:fish:37, Goldfish
aquaculture:fish:38, Fish Bones
aroma1997sdimension:portalFrame, Portal Frame
aroma1997sdimension:stickyOre, Sticky Ore
aroma1997sdimension:portalIgniter, Mining Multitool
aroma1997sdimension:dimensionChanger, DimensionChanger
arsmagica2:mana_battery:0, Mana Battery
arsmagica2:mana_battery:1, Mana Battery
arsmagica2:mana_battery:2, Mana Battery
arsmagica2:mana_battery:4, Mana Battery
arsmagica2:frost, Frost
arsmagica2:occulus, Occulus
arsmagica2:magic_wall:0, Magic Wall
arsmagica2:ore:0, Vinteum Ore
arsmagica2:ore:1, Chimerite Ore
arsmagica2:ore:2, Blue Topaz Ore
arsmagica2:ore:3, Moonstone Ore
arsmagica2:ore:4, Sunstone Ore
arsmagica2:block:0, Vinteum Block
arsmagica2:block:1, Chimerite Block
arsmagica2:block:2, Blue Topaz Block
arsmagica2:block:3, Moonstone Block
arsmagica2:block:4, Sunstone Block
arsmagica2:desert_nova, Desert Nova
arsmagica2:cerublossom, Cerublossom
arsmagica2:wakebloom, Wakebloom
arsmagica2:aum, Aum
arsmagica2:tarma_root, Tarma Root
arsmagica2:crafting_altar, Crafting Altar
arsmagica2:obelisk:0, Obelisk
arsmagica2:black_aurem:0, Black Aurem
arsmagica2:celestial_prism:0, Celestial Prism
arsmagica2:crystal_marker:0, Import Crystal
arsmagica2:crystal_marker:1, Export Crystal
arsmagica2:crystal_marker:2, Mimic Export Crystal
arsmagica2:crystal_marker:3, Set Export Crystal
arsmagica2:crystal_marker:4, Regulate Export Crystal
arsmagica2:crystal_marker:5, Regulate Bidirectional Crystal
arsmagica2:crystal_marker:6, Set Import Crystal
arsmagica2:crystal_marker:7, Final Export Crystal
arsmagica2:crystal_marker:8, Spell Export Crystal
arsmagica2:lectern:0, Lectern
arsmagica2:inscription_table, Inscription Table
arsmagica2:armor_imbuer:0, Armor Imbuement Table
arsmagica2:slipstream_generator:0, Slipstream Generator
arsmagica2:witchwood_log:0, Witchwood Log
arsmagica2:essence_conduit:0, Essence Conduit
arsmagica2:redstone_inlay:0, Redstone Inlay
arsmagica2:iron_inlay:0, Iron Inlay
arsmagica2:gold_inlay:0, Gold Inlay
arsmagica2:vinteum_torch:0, Vinteum Torch
arsmagica2:keystone_recepticle:0, Keystone Recepticle
arsmagica2:keystone_trapdoor:0, Keystone Trapdoor
arsmagica2:keystone_chest:0, Keystone Chest
arsmagica2:flicker_lure:0, Flicker Lure
arsmagica2:flicker_habitat:0, Flicker Habitat
arsmagica2:witchwood_leaves:0, Witchwood Leaves
arsmagica2:witchwood_sapling:0, Witchwood Sapling
arsmagica2:everstone:0, Everstone
arsmagica2:arcane_deconstructor:0, Arcane Deconstructor
arsmagica2:arcane_reconstructor:0, Arcane Reconstructor
arsmagica2:astral_barrier:0, Astral Barrier
arsmagica2:essence_refiner:0, Essence Refiner
arsmagica2:illusion_block:0, Illusion Block
arsmagica2:illusion_block:1, Ethereal Illusion Block
arsmagica2:seer_stone:0, Seer Stone
arsmagica2:broken_power_link:0, Broken Power Link
arsmagica2:calefactor:0, Calefactor
arsmagica2:inert_spawner:0, Inert Spawner
arsmagica2:magicians_workbench:0, Magician's Workbench
arsmagica2:otherworld_aura:0, Otherworld Aura
arsmagica2:particle_emitter:0, Particle Emitter
arsmagica2:summoner:0, Summoner
arsmagica2:ice_effigy:0, Winter Effigy
arsmagica2:lightning_effigy:0, Lightning Effigy
arsmagica2:witchwood_planks:0, Witchwood Planks
arsmagica2:witchwood_stairs:0, Witchwood Stairs
arsmagica2:mana_drain:0, Draining Well
arsmagica2:spell_parchment:0, Spell Parchment
arsmagica2:tome:0, §eAffinity Tome: None§f
arsmagica2:tome:1, §eAffinity Tome: Arcane§f
arsmagica2:tome:2, §eAffinity Tome: Water§f
arsmagica2:tome:3, §eAffinity Tome: Fire§f
arsmagica2:tome:4, §eAffinity Tome: Earth§f
arsmagica2:tome:5, §eAffinity Tome: Air§f
arsmagica2:tome:6, §eAffinity Tome: Lightning§f
arsmagica2:tome:7, §eAffinity Tome: Ice§f
arsmagica2:tome:8, §eAffinity Tome: Nature§f
arsmagica2:tome:9, §eAffinity Tome: Life§f
arsmagica2:tome:10, §eAffinity Tome: Ender§f
arsmagica2:item_ore:0, Vinteum Dust
arsmagica2:item_ore:1, Purified Vinteum Dust
arsmagica2:item_ore:2, Chimerite
arsmagica2:item_ore:3, Moonstone
arsmagica2:item_ore:4, Sunstone
arsmagica2:item_ore:5, Blue Topaz
arsmagica2:item_ore:6, Arcane Ash
arsmagica2:item_ore:7, Arcane Compound
arsmagica2:item_ore:8, Pig Fat
arsmagica2:essence:1, Arcane Essence
arsmagica2:essence:2, Water Essence
arsmagica2:essence:3, Fire Essence
arsmagica2:essence:4, Earth Essence
arsmagica2:essence:5, Air Essence
arsmagica2:essence:6, Lightning Essence
arsmagica2:essence:7, Ice Essence
arsmagica2:essence:8, Nature Essence
arsmagica2:essence:9, Life Essence
arsmagica2:essence:10, Ender Essence
arsmagica2:rune:0, Black Rune
arsmagica2:rune:1, Red Rune
arsmagica2:rune:2, Green Rune
arsmagica2:rune:3, Brown Rune
arsmagica2:rune:4, Blue Rune
arsmagica2:rune:5, Purple Rune
arsmagica2:rune:6, Cyan Rune
arsmagica2:rune:7, Light Gray Rune
arsmagica2:rune:8, Dark Gray Rune
arsmagica2:rune:9, Pink Rune
arsmagica2:rune:10, Lime Rune
arsmagica2:rune:11, Yellow Rune
arsmagica2:rune:12, Light Blue Rune
arsmagica2:rune:13, Magenta Rune
arsmagica2:rune:14, Orange Rune
arsmagica2:rune:15, White Rune
arsmagica2:mob_focus:0, Monster Focus
arsmagica2:lesser_focus:0, Lesser Focus
arsmagica2:standard_focus:0, Standard Focus
arsmagica2:mana_focus:0, Mana Focus
arsmagica2:greater_focus:0, Greater Focus
arsmagica2:charge_focus:0, Charge Focus
arsmagica2:item_focus:0, Item Focus
arsmagica2:player_focus:0, Player Focus
arsmagica2:creature_focus:0, Creature Focus
arsmagica2:arcane_compendium:0, Arcane Compendium
arsmagica2:crystal_wrench:0, Crystal Wrench
arsmagica2:magitech_goggles, Magitech Goggles
arsmagica2:etherium:0, Etherium
arsmagica2:blank_rune:0, Blank Rune
arsmagica2:chalk:0, Wizard's Chalk
arsmagica2:spell_staff_magitech:0, Magitech Staff
arsmagica2:flicker_focus:0, Flicker Focus: Item Transport
arsmagica2:flicker_focus:1, Flicker Focus: Butchery
arsmagica2:flicker_focus:2, Flicker Focus: Containment
arsmagica2:flicker_focus:3, Flicker Focus: Felled Oak
arsmagica2:flicker_focus:4, Flicker Focus: Flat Lands
arsmagica2:flicker_focus:5, Flicker Focus: Gentle Rains
arsmagica2:flicker_focus:6, Flicker Focus: Interdiction
arsmagica2:flicker_focus:7, Flicker Focus: Light
arsmagica2:flicker_focus:8, Flicker Focus: Lunar Tides
arsmagica2:flicker_focus:9, Flicker Focus: Nature's Bounty
arsmagica2:flicker_focus:10, Flicker Focus: Packed Earth
arsmagica2:flicker_focus:11, Flicker Focus: Progeny
arsmagica2:flicker_focus:12, Flicker Focus: Fishing
arsmagica2:flicker_jar:0, Empty Flicker Jar
arsmagica2:flicker_jar:1, Arcane Flicker Jar
arsmagica2:flicker_jar:2, Water Flicker Jar
arsmagica2:flicker_jar:3, Fire Flicker Jar
arsmagica2:flicker_jar:4, Earth Flicker Jar
arsmagica2:flicker_jar:5, Air Flicker Jar
arsmagica2:flicker_jar:6, Lightning Flicker Jar
arsmagica2:flicker_jar:7, Ice Flicker Jar
arsmagica2:flicker_jar:8, Nature Flicker Jar
arsmagica2:flicker_jar:9, Life Flicker Jar
arsmagica2:flicker_jar:10, Ender Flicker Jar
arsmagica2:evil_book:0, Evil Book
arsmagica2:warding_candle:0, Warding Candle (Unattuned)
arsmagica2:liquid_essence_bottle:0, Infused Etherium Potion
arsmagica2:binding_catalyst:0, Binding Catalyst: Pickaxe
arsmagica2:binding_catalyst:1, Binding Catalyst: Axe
arsmagica2:binding_catalyst:3, Binding Catalyst: Shovel
arsmagica2:binding_catalyst:2, Binding Catalyst: Sword
arsmagica2:binding_catalyst:4, Binding Catalyst: Hoe
arsmagica2:binding_catalyst:5, Binding Catalyst: Bow
arsmagica2:binding_catalyst:6, Binding Catalyst: Shield
arsmagica2:binding_catalyst:7, Binding Catalyst
arsmagica2:inscription_upgrade:0, Inscription Table Tier 1 Upgrade
arsmagica2:inscription_upgrade:1, Inscription Table Tier 2 Upgrade
arsmagica2:inscription_upgrade:2, Inscription Table Tier 3 Upgrade
arsmagica2:infinity_orb:0, Blue Infinity Orb
arsmagica2:infinity_orb:1, Green Infinity Orb
arsmagica2:infinity_orb:2, Red Infinity Orb
arsmagica2:bound_sword, Bound Sword
arsmagica2:bound_axe, Bound Axe
arsmagica2:bound_pickaxe, Bound Pickaxe
arsmagica2:bound_shovel, Bound Shovel
arsmagica2:bound_hoe, Bound Hoe
arsmagica2:bound_bow, Bound Bow
arsmagica2:bound_shield, Bound Shield
arsmagica2:mana_cake, Mana Cake
arsmagica2:wooden_leg:0, Wooden Leg
arsmagica2:bound_arrow, item.arsmagica2:bound_arrow.name
arsmagica2:nature_scythe:0, §6Nature's Scythe§f
arsmagica2:winter_arm:0, §6Winter's Grasp§f
arsmagica2:air_sled:0, §6Air Sled§f
arsmagica2:arcane_spellbook:0, §6Arcane Spellbook§f
arsmagica2:earth_armor, §6Earth Armor§f
arsmagica2:ender_boots, §6Ender Boots§f
arsmagica2:fire_ears, §6Antenna of the Fire Guardian§f
arsmagica2:life_ward:0, §6Life Ward§f
arsmagica2:lightning_charm:0, §6Lightning Charm§f
arsmagica2:water_orbs, §6Water Orbs§f
arsmagica2:spell_book:0, Spell Book
arsmagica2:magic_broom:0, Magic Broom
arsmagica2:keystone:0, Keystone
arsmagica2:item_keystone_door:0, Keystone Door
arsmagica2:item_keystone_door:1, Spell-Sealed Door
arsmagica2:rune_bag:0, Rune Bag
arsmagica2:lost_journal, Lost Journal
arsmagica2:crystal_phylactery:0, Crystal Phylactery
arsmagica2:core:0, Base Essence Core
arsmagica2:core:1, High Essence Core
arsmagica2:core:2, Pure Essence
arsmagica2:deficit_crystal:0, Deficit Crystal
arsmagica2:workbench_upgrade:0, Magician's Workbench Upgrade: Crafting
arsmagica2:lesser_mana_potion, Lesser Mana Potion
arsmagica2:standard_mana_potion, Standard Mana Potion
arsmagica2:greater_mana_potion, Greater Mana Potion
arsmagica2:epic_mana_potion, Epic Mana Potion
arsmagica2:legendary_mana_potion, Legendary Mana Potion
arsmagica2:mana_potion_bundle:3, Lesser Mana Potion Bundle
arsmagica2:mana_potion_bundle:259, Standard Mana Potion Bundle
arsmagica2:mana_potion_bundle:515, Greater Mana Potion Bundle
arsmagica2:mana_potion_bundle:771, Epic Mana Potion Bundle
arsmagica2:mana_potion_bundle:1027, Legendary Mana Potion Bundle
arsmagica2:essence_bag:0, Essence Bag
arsmagica2:hell_cow_horn:0, Hell Cow's Horn
arsmagica2:journal:0, Journal
arsmagica2:mana_martini, Mana Martini
arsmagica2:helmet_mage, Mage Hood
arsmagica2:chest_mage, Mage Robes
arsmagica2:legs_mage, Mage Leggings
arsmagica2:boots_mage, Mage Boots
arsmagica2:helmet_battlemage, Battlemage Circlet
arsmagica2:chest_battlemage, Battlemage Armor
arsmagica2:legs_battlemage, Battlemage Leggings
arsmagica2:boots_battlemage, Battlemage Boots
arsmagica2:liquid_essence, tile.arsmagica2:fluid_block_liquid_essence.name
arsmagica2:witchwood_slab:0, Witchwood Slab
baconators:baconator:0, Baconator
baubles:Ring:0, item.Ring.0.name
betterbuilderswands:wandStone, Stone Wand
betterbuilderswands:wandIron, Iron Wand
betterbuilderswands:wandDiamond, Diamond Wand
betterbuilderswands:wandUnbreakable, Unbreakable Wand
bibliocraft:Bookcase:0, Oak Bookcase
bibliocraft:Bookcase:1, Spruce Bookcase
bibliocraft:Bookcase:2, Birch Bookcase
bibliocraft:Bookcase:3, Jungle Bookcase
bibliocraft:Bookcase:4, Acacia Bookcase
bibliocraft:Bookcase:5, Dark Oak Bookcase
bibliocraft:Bookcase:6, Framed Bookcase
bibliocraft:BookcaseCreative:0, Oak Creative Bookcase
bibliocraft:BookcaseCreative:1, Spruce Creative Bookcase
bibliocraft:BookcaseCreative:2, Birch Creative Bookcase
bibliocraft:BookcaseCreative:3, Jungle Creative Bookcase
bibliocraft:BookcaseCreative:4, Acacia Creative Bookcase
bibliocraft:BookcaseCreative:5, Dark Oak Creative Bookcase
bibliocraft:BookcaseCreative:6, Framed Creative Bookcase
bibliocraft:Shelf:0, Oak Shelf
bibliocraft:Shelf:1, Spruce Shelf
bibliocraft:Shelf:2, Birch Shelf
bibliocraft:Shelf:3, Jungle Shelf
bibliocraft:Shelf:4, Acacia Shelf
bibliocraft:Shelf:5, Dark Oak
bibliocraft:Shelf:6, Framed Shelf
bibliocraft:MarkerPole, tile.BiblioCraft:MarkerPole.name
bibliocraft:Clipboard, tile.BiblioCraft:Clipboard.name
bibliocraft:LanternGold:0, Fancy Lantern
bibliocraft:LanternGold:1, Fancy Lantern
bibliocraft:LanternGold:2, Fancy Lantern
bibliocraft:LanternGold:3, Fancy Lantern
bibliocraft:LanternGold:4, Fancy Lantern
bibliocraft:LanternGold:5, Fancy Lantern
bibliocraft:LanternGold:6, Fancy Lantern
bibliocraft:LanternGold:7, Fancy Lantern
bibliocraft:LanternGold:8, Fancy Lantern
bibliocraft:LanternGold:9, Fancy Lantern
bibliocraft:LanternGold:10, Fancy Lantern
bibliocraft:LanternGold:11, Fancy Lantern
bibliocraft:LanternGold:12, Fancy Lantern
bibliocraft:LanternGold:13, Fancy Lantern
bibliocraft:LanternGold:14, Fancy Lantern
bibliocraft:LanternGold:15, Fancy Lantern
bibliocraft:LanternIron:0, Fancy Lantern
bibliocraft:LanternIron:1, Fancy Lantern
bibliocraft:LanternIron:2, Fancy Lantern
bibliocraft:LanternIron:3, Fancy Lantern
bibliocraft:LanternIron:4, Fancy Lantern
bibliocraft:LanternIron:5, Fancy Lantern
bibliocraft:LanternIron:6, Fancy Lantern
bibliocraft:LanternIron:7, Fancy Lantern
bibliocraft:LanternIron:8, Fancy Lantern
bibliocraft:LanternIron:9, Fancy Lantern
bibliocraft:LanternIron:10, Fancy Lantern
bibliocraft:LanternIron:11, Fancy Lantern
bibliocraft:LanternIron:12, Fancy Lantern
bibliocraft:LanternIron:13, Fancy Lantern
bibliocraft:LanternIron:14, Fancy Lantern
bibliocraft:LanternIron:15, Fancy Lantern
bibliocraft:LampGold:0, Fancy Lamp
bibliocraft:LampGold:1, Fancy Lamp
bibliocraft:LampGold:2, Fancy Lamp
bibliocraft:LampGold:3, Fancy Lamp
bibliocraft:LampGold:4, Fancy Lamp
bibliocraft:LampGold:5, Fancy Lamp
bibliocraft:LampGold:6, Fancy Lamp
bibliocraft:LampGold:7, Fancy Lamp
bibliocraft:LampGold:8, Fancy Lamp
bibliocraft:LampGold:9, Fancy Lamp
bibliocraft:LampGold:10, Fancy Lamp
bibliocraft:LampGold:11, Fancy Lamp
bibliocraft:LampGold:12, Fancy Lamp
bibliocraft:LampGold:13, Fancy Lamp
bibliocraft:LampGold:14, Fancy Lamp
bibliocraft:LampGold:15, Fancy Lamp
bibliocraft:LampIron:0, Fancy Lamp
bibliocraft:LampIron:1, Fancy Lamp
bibliocraft:LampIron:2, Fancy Lamp
bibliocraft:LampIron:3, Fancy Lamp
bibliocraft:LampIron:4, Fancy Lamp
bibliocraft:LampIron:5, Fancy Lamp
bibliocraft:LampIron:6, Fancy Lamp
bibliocraft:LampIron:7, Fancy Lamp
bibliocraft:LampIron:8, Fancy Lamp
bibliocraft:LampIron:9, Fancy Lamp
bibliocraft:LampIron:10, Fancy Lamp
bibliocraft:LampIron:11, Fancy Lamp
bibliocraft:LampIron:12, Fancy Lamp
bibliocraft:LampIron:13, Fancy Lamp
bibliocraft:LampIron:14, Fancy Lamp
bibliocraft:LampIron:15, Fancy Lamp
bibliocraft:FurniturePaneler:0, Oak Furniture Paneler
bibliocraft:FurniturePaneler:1, Spruce Furniture Paneler
bibliocraft:FurniturePaneler:2, Birch Furniture Paneler
bibliocraft:FurniturePaneler:3, Jungle Furniture Paneler
bibliocraft:FurniturePaneler:4, Acacia Furniture Paneler
bibliocraft:FurniturePaneler:5, Dark Oak Furniture Paneler
bibliocraft:FurniturePaneler:6, Framed Furniture Paneler
bibliocraft:FramedChest:0, Oak Framed Chest
bibliocraft:FramedChest:1, Spruce Framed Chest
bibliocraft:FramedChest:2, Birch Framed Chest
bibliocraft:FramedChest:3, Jungle Framed Chest
bibliocraft:FramedChest:4, Acacia Framed Chest
bibliocraft:FramedChest:5, Dark Oak Framed Chest
bibliocraft:FramedChest:6, Framed Framed Chest
bibliocraft:FancySign:0, Oak Fancy Sign
bibliocraft:FancySign:1, Spruce Fancy Sign
bibliocraft:FancySign:2, Birch Fancy Sign
bibliocraft:FancySign:3, Jungle Fancy Sign
bibliocraft:FancySign:4, Acacia Fancy Sign
bibliocraft:FancySign:5, Dark Oak Fancy Sign
bibliocraft:FancySign:6, Framed Fancy Sign
bibliocraft:FancyWorkbench:0, Oak Fancy Workbench
bibliocraft:FancyWorkbench:1, Spruce Fancy Workbench
bibliocraft:FancyWorkbench:2, Birch Fancy Workbench
bibliocraft:FancyWorkbench:3, Jungle Fancy Workbench
bibliocraft:FancyWorkbench:4, Acacia Fancy Workbench
bibliocraft:FancyWorkbench:5, Dark Oak Workbench
bibliocraft:FancyWorkbench:6, Framed Fancy Workbench
bibliocraft:PotionShelf:0, Oak Potion Shelf
bibliocraft:PotionShelf:1, Spruce Potion Shelf
bibliocraft:PotionShelf:2, Birch Potion Shelf
bibliocraft:PotionShelf:3, Jungle Potion Shelf
bibliocraft:PotionShelf:4, Acacia Potion Shelf
bibliocraft:PotionShelf:5, Dark Oak Potion Shelf
bibliocraft:PotionShelf:6, Framed Potion Shelf
bibliocraft:ToolRack:0, Oak Tool Rack
bibliocraft:ToolRack:1, Spruce Tool Rack
bibliocraft:ToolRack:2, Birch Tool Rack
bibliocraft:ToolRack:3, Jungle Tool Rack
bibliocraft:ToolRack:4, Acacia Tool Rack
bibliocraft:ToolRack:5, Dark Oak Tool Rack
bibliocraft:ToolRack:6, Framed Tool Rack
bibliocraft:Label:0, Oak Wood Label
bibliocraft:Label:1, Spruce Wood Label
bibliocraft:Label:2, Birch Wood Label
bibliocraft:Label:3, Jungle Wood Label
bibliocraft:Label:4, Acacia Label
bibliocraft:Label:5, Dark Oak Label
bibliocraft:Label:6, Framed Label
bibliocraft:Desk:0, Oak Desk
bibliocraft:Desk:1, Spruce Desk
bibliocraft:Desk:2, Birch Desk
bibliocraft:Desk:3, Jungle Desk
bibliocraft:Desk:4, Acacia Desk
bibliocraft:Desk:5, Dark Oak Desk
bibliocraft:Desk:6, Framed Desk
bibliocraft:Table:0, Oak Table
bibliocraft:Table:1, Spruce Table
bibliocraft:Table:2, Birch Table
bibliocraft:Table:3, Jungle Table
bibliocraft:Table:4, Acacia Table
bibliocraft:Table:5, Dark Oak Table
bibliocraft:Table:6, Framed Table
bibliocraft:Seat:0, Oak Seat
bibliocraft:Seat:1, Spruce Seat
bibliocraft:Seat:2, Birch Seat
bibliocraft:Seat:3, Jungle Seat
